Open Time (ET),Close Time (ET),Trading Date,Direction,Entry Price,Exit Price,Profit/Loss,Status,Duration (min),Is Quick Stop,ADX,Plus DI,Minus DI,Trend Direction,Trend Strength,Is Strong Trend,Is Golden Cross,Is Death Cross,Keltner Upper,Keltner Middle,Keltner Lower,Entry vs Keltner,Bollinger Upper,Bollinger Lower,BB Bandwidth,Is Squeezing,Volatility Level,ATR
2025-02-25 14:39:01,2025-02-25 15:37:00,2025-02-25,Long,5976.00,5976.00,0.00,Loss,57,false,41.89,34.94,13.94,Up,Strong,true,true,false,5970.59,5964.75,5958.91,Above Upper,5975.12,5954.38,0.0035,true,Normal,3.90
2025-02-25 15:40:01,2025-02-25 15:58:00,2025-02-25,Short,5971.50,5974.75,-162.50,Loss,17,false,40.02,11.87,31.69,Down,Strong,true,false,true,5990.85,5984.59,5978.32,Below Lower,5998.13,5971.05,0.0045,true,Normal,4.18
2025-02-26 09:50:01,2025-02-26 11:33:03,2025-02-26,Long,5999.50,6008.92,471.21,Profit,103,false,35.30,31.07,15.09,Up,Strong,true,true,false,5993.87,5987.63,5981.38,Above Upper,5998.92,5976.33,0.0038,true,Normal,4.16
2025-02-26 12:41:01,2025-02-26 14:41:43,2025-02-26,Short,5998.25,5969.84,1420.25,Profit,120,false,38.66,11.99,35.83,Down,Strong,true,false,true,6013.81,6007.49,6001.17,Below Lower,6017.01,5997.97,0.0032,true,Normal,4.21
2025-02-26 15:46:01,2025-02-26 15:58:00,2025-02-26,Long,5978.50,5968.50,-500.00,Loss,11,true,21.66,31.47,9.64,Doji,Weak,false,true,false,5972.46,5966.98,5961.49,Above Upper,5976.47,5957.48,0.0032,true,Normal,3.65
2025-02-27 09:37:01,2025-02-27 09:40:56,2025-02-27,Long,6005.75,5991.50,-712.50,Loss,3,true,24.99,24.50,15.08,Doji,Weak,false,true,false,6002.98,5997.21,5991.45,Above Upper,6003.72,5990.71,0.0022,true,Normal,3.84
2025-02-27 09:43:01,2025-02-27 10:22:31,2025-02-27,Short,5984.25,5982.25,99.86,Profit,39,false,23.46,13.01,38.94,Doji,Weak,false,false,true,6002.65,5995.69,5988.73,Below Lower,6007.62,5983.76,0.0040,true,Normal,4.64
2025-02-27 10:23:01,2025-02-27 10:36:00,2025-02-27,Long,5986.50,5966.25,-1012.50,Loss,12,true,56.55,30.86,13.92,Up,Very Strong,true,true,false,5973.41,5963.06,5952.71,Above Upper,5989.42,5936.70,0.0088,true,Normal,6.90
2025-02-27 10:59:01,2025-02-27 11:12:00,2025-02-27,Short,5964.75,5972.50,-387.50,Loss,12,true,27.98,13.88,27.17,Down,Strong,true,false,true,5980.90,5972.64,5964.38,Inside,5983.99,5961.28,0.0038,true,Normal,5.51
2025-02-27 11:29:01,2025-02-27 12:29:42,2025-02-27,Short,5967.75,5965.22,126.56,Profit,60,false,40.33,17.44,31.15,Down,Strong,true,false,true,5985.77,5978.63,5971.48,Below Lower,5991.43,5965.82,0.0043,true,Normal,4.76
2025-02-27 12:30:01,2025-02-27 12:44:00,2025-02-27,Long,5965.75,5952.75,-650.00,Loss,13,true,30.82,42.70,14.01,Up,Strong,true,true,false,5957.85,5952.08,5946.30,Above Upper,5965.51,5938.64,0.0045,true,Normal,3.85
2025-02-27 12:51:01,2025-02-27 12:55:00,2025-02-27,Short,5951.25,5958.75,-375.00,Loss,3,true,40.14,20.69,31.30,Down,Strong,true,false,true,5965.39,5959.64,5953.88,Below Lower,5971.58,5947.69,0.0040,true,Normal,3.84
2025-02-27 13:03:01,2025-02-27 13:44:00,2025-02-27,Long,5968.75,5968.50,-12.50,Loss,40,false,33.11,30.66,19.26,Up,Strong,true,true,false,5965.07,5959.25,5953.43,Above Upper,5968.40,5950.10,0.0031,true,Normal,3.88
2025-02-27 14:25:01,2025-02-27 15:58:00,2025-02-27,Short,5943.50,5877.25,3312.50,Profit,92,false,58.38,8.17,36.39,Down,Very Strong,true,false,true,5957.75,5952.35,5946.95,Below Lower,5962.83,5941.87,0.0035,true,Normal,3.60
2025-02-28 09:33:01,2025-02-28 09:44:00,2025-02-28,Short,5863.50,5885.25,-1087.50,Loss,10,true,32.49,7.72,43.80,Down,Strong,true,false,true,5888.42,5882.21,5876.01,Below Lower,5898.21,5866.21,0.0054,true,Normal,4.14
2025-02-28 10:29:01,2025-02-28 10:44:00,2025-02-28,Long,5906.25,5895.25,-550.00,Loss,14,true,17.52,27.63,13.38,Doji,Weak,false,true,false,5904.02,5895.29,5886.55,Above Upper,5909.06,5881.52,0.0047,true,Low,5.82
2025-02-28 11:15:01,2025-02-28 11:38:00,2025-02-28,Short,5899.75,5900.00,-12.50,Loss,22,false,37.54,9.10,32.03,Down,Strong,true,false,true,5914.56,5907.70,5900.84,Below Lower,5918.23,5897.17,0.0036,true,Normal,4.57
2025-02-28 11:43:01,2025-02-28 11:59:00,2025-02-28,Long,5905.00,5899.50,-275.00,Loss,15,false,34.71,25.77,16.61,Up,Strong,true,true,false,5901.52,5895.19,5888.86,Above Upper,5908.48,5881.89,0.0045,true,Normal,4.22
2025-02-28 12:04:01,2025-02-28 12:15:00,2025-02-28,Short,5891.25,5899.50,-412.50,Loss,10,true,42.27,10.32,29.01,Down,Strong,true,false,true,5905.63,5899.78,5893.92,Below Lower,5908.78,5890.77,0.0031,true,Normal,3.90
2025-02-28 12:37:01,2025-02-28 13:37:14,2025-02-28,Short,5887.75,5881.97,289.13,Profit,60,false,37.40,14.45,26.67,Down,Strong,true,false,true,5900.98,5894.85,5888.72,Below Lower,5906.14,5883.56,0.0038,true,Normal,4.09
2025-02-28 13:58:01,2025-02-28 14:19:00,2025-02-28,Short,5866.00,5877.25,-562.50,Loss,20,false,40.03,16.48,30.81,Down,Strong,true,false,true,5886.64,5878.40,5870.16,Below Lower,5890.16,5866.64,0.0040,true,Normal,5.49
2025-02-28 14:33:01,2025-02-28 15:58:00,2025-02-28,Long,5887.25,5962.25,3750.00,Profit,84,false,28.00,31.39,14.17,Up,Strong,true,true,false,5885.05,5877.99,5870.92,Above Upper,5888.98,5867.00,0.0037,true,Normal,4.71
2025-03-03 09:40:01,2025-03-03 10:45:00,2025-03-03,Short,5976.25,5974.25,100.00,Profit,64,false,26.76,13.28,30.20,Down,Strong,true,false,true,5993.35,5986.51,5979.67,Below Lower,5995.87,5977.15,0.0031,true,Normal,4.56
2025-03-03 11:23:01,2025-03-03 11:29:00,2025-03-03,Long,5966.00,5949.75,-812.50,Loss,5,true,22.09,27.02,14.96,Doji,Weak,false,true,false,5963.95,5956.29,5948.63,Above Upper,5965.62,5946.95,0.0031,true,Normal,5.11
2025-03-03 11:38:01,2025-03-03 11:51:00,2025-03-03,Short,5941.00,5954.25,-662.50,Loss,12,true,35.90,9.60,27.44,Down,Strong,true,false,true,5961.63,5953.44,5945.24,Below Lower,5969.72,5937.16,0.0055,true,Normal,5.46
2025-03-03 12:55:01,2025-03-03 14:40:24,2025-03-03,Short,5946.00,5926.19,990.26,Profit,105,false,24.83,13.15,36.40,Doji,Weak,false,false,true,5961.51,5956.04,5950.57,Below Lower,5965.34,5946.74,0.0031,true,Normal,3.65
2025-03-03 14:42:01,2025-03-03 14:50:00,2025-03-03,Long,5927.75,5909.00,-937.50,Loss,7,true,35.77,33.52,13.55,Up,Strong,true,true,false,5922.29,5915.48,5908.66,Above Upper,5927.49,5903.46,0.0041,true,Normal,4.54
2025-03-03 14:53:01,2025-03-03 15:58:00,2025-03-03,Short,5891.00,5856.00,1750.00,Profit,64,false,32.65,10.56,39.36,Down,Strong,true,false,true,5923.49,5913.91,5904.33,Below Lower,5935.93,5891.90,0.0074,true,Normal,6.39
2025-03-04 09:33:01,2025-03-04 11:56:52,2025-03-04,Short,5804.25,5785.82,921.47,Profit,143,false,29.45,13.57,31.50,Down,Strong,true,false,true,5829.34,5821.24,5813.13,Below Lower,5835.71,5806.76,0.0050,true,Normal,5.40
2025-03-04 11:57:01,2025-03-04 12:53:00,2025-03-04,Long,5785.75,5782.25,-175.00,Loss,55,false,33.75,25.92,12.86,Up,Strong,true,true,false,5783.22,5773.88,5764.53,Above Upper,5789.71,5758.04,0.0055,true,Normal,6.23
2025-03-04 13:10:01,2025-03-04 13:26:00,2025-03-04,Long,5806.75,5800.75,-300.00,Loss,15,false,34.83,34.13,12.17,Up,Strong,true,true,false,5801.09,5791.80,5782.51,Above Upper,5807.49,5776.11,0.0054,true,Normal,6.19
2025-03-04 13:42:01,2025-03-04 15:32:02,2025-03-04,Long,5813.25,5840.22,1348.56,Profit,110,false,33.48,29.55,15.59,Up,Strong,true,true,false,5810.15,5802.73,5795.30,Above Upper,5814.08,5791.37,0.0039,true,Normal,4.95
2025-03-04 15:33:01,2025-03-04 15:58:00,2025-03-04,Short,5837.50,5792.50,2250.00,Profit,24,false,39.85,14.30,44.99,Down,Strong,true,false,true,5868.82,5859.20,5849.58,Below Lower,5882.44,5835.96,0.0079,true,Normal,6.41
2025-03-05 09:42:01,2025-03-05 09:51:00,2025-03-05,Long,5808.25,5793.00,-762.50,Loss,8,true,23.18,31.11,15.19,Doji,Weak,false,true,false,5803.49,5793.74,5783.98,Above Upper,5806.55,5780.93,0.0044,true,Normal,6.50
2025-03-05 10:00:01,2025-03-05 10:00:08,2025-03-05,Short,5778.25,5806.25,-1400.00,Loss,0,true,30.59,32.58,22.01,Up,Strong,true,false,true,5809.43,5794.80,5780.17,Below Lower,5816.68,5772.92,0.0076,true,Normal,9.75
2025-03-05 10:28:01,2025-03-05 10:38:00,2025-03-05,Short,5777.25,5791.25,-700.00,Loss,9,true,31.24,15.75,23.64,Down,Strong,true,false,true,5805.23,5792.50,5779.77,Below Lower,5814.25,5770.75,0.0075,true,Normal,8.49
2025-03-05 10:40:01,2025-03-05 10:50:00,2025-03-05,Long,5800.25,5787.25,-650.00,Loss,9,true,32.13,27.04,13.15,Up,Strong,true,true,false,5797.17,5785.98,5774.78,Above Upper,5799.76,5772.19,0.0048,true,Normal,7.47
2025-03-05 11:11:01,2025-03-05 11:58:00,2025-03-05,Short,5769.50,5774.50,-250.00,Loss,46,false,34.97,11.55,35.35,Down,Strong,true,false,true,5793.03,5783.61,5774.19,Below Lower,5802.23,5764.99,0.0064,true,Normal,6.28
2025-03-05 11:59:01,2025-03-05 13:09:42,2025-03-05,Long,5785.75,5800.43,733.92,Profit,70,false,27.74,38.70,12.97,Up,Strong,true,true,false,5770.43,5760.71,5751.00,Above Upper,5778.07,5743.36,0.0060,true,Normal,6.48
2025-03-05 13:10:01,2025-03-05 13:48:00,2025-03-05,Short,5803.50,5816.25,-637.50,Loss,37,false,39.94,14.15,30.83,Down,Strong,true,false,true,5833.08,5822.50,5811.92,Below Lower,5836.62,5808.38,0.0049,true,Normal,7.05
2025-03-05 13:59:01,2025-03-05 15:17:48,2025-03-05,Long,5833.75,5844.81,553.04,Profit,78,false,47.39,30.94,9.72,Up,Strong,true,true,false,5827.80,5820.03,5812.25,Above Upper,5838.49,5801.56,0.0063,true,Normal,5.18
2025-03-05 15:20:01,2025-03-05 15:30:00,2025-03-05,Short,5853.00,5861.50,-425.00,Loss,9,true,27.09,12.43,31.23,Down,Strong,true,false,true,5870.61,5862.18,5853.74,Below Lower,5874.93,5849.42,0.0044,true,Normal,5.62
2025-03-06 09:33:01,2025-03-06 09:52:00,2025-03-06,Short,5766.50,5775.25,-437.50,Loss,18,false,35.74,10.38,24.34,Down,Strong,true,false,true,5782.99,5776.94,5770.89,Below Lower,5786.83,5767.04,0.0034,true,Normal,4.03
2025-03-06 10:05:01,2025-03-06 11:39:27,2025-03-06,Long,5781.50,5790.25,437.26,Profit,94,false,29.12,34.13,12.19,Up,Strong,true,true,false,5779.63,5769.25,5758.87,Above Upper,5783.19,5755.31,0.0048,true,Normal,6.92
2025-03-06 11:44:01,2025-03-06 14:48:13,2025-03-06,Short,5784.50,5747.63,1843.52,Profit,184,false,16.54,13.48,25.45,Doji,Weak,false,false,true,5807.72,5797.49,5787.26,Below Lower,5814.13,5780.85,0.0057,true,Normal,6.82
2025-03-06 14:49:01,2025-03-06 15:00:00,2025-03-06,Long,5759.50,5729.00,-1525.00,Loss,10,true,38.34,38.02,8.55,Up,Strong,true,true,false,5743.66,5734.54,5725.42,Above Upper,5755.58,5713.49,0.0073,true,Normal,6.08
2025-03-07 09:42:01,2025-03-07 10:13:00,2025-03-07,Long,5754.50,5756.25,87.50,Profit,30,false,23.79,32.50,14.35,Doji,Weak,false,true,false,5748.69,5738.05,5727.41,Above Upper,5754.26,5721.84,0.0057,true,Normal,7.09
2025-03-07 10:18:01,2025-03-07 12:33:49,2025-03-07,Short,5739.50,5706.50,1650.07,Profit,135,false,41.65,10.02,29.83,Down,Strong,true,false,true,5766.33,5755.48,5744.62,Below Lower,5771.54,5739.41,0.0056,true,Normal,7.24
2025-03-07 12:34:01,2025-03-07 15:37:45,2025-03-07,Long,5708.00,5760.80,2639.99,Profit,183,false,40.10,32.11,9.49,Up,Strong,true,true,false,5699.85,5690.31,5680.78,Above Upper,5708.94,5671.69,0.0065,true,Normal,6.36
2025-03-07 15:39:01,2025-03-07 15:50:00,2025-03-07,Short,5754.75,5775.75,-1050.00,Loss,10,true,26.26,10.53,33.36,Down,Strong,true,false,true,5780.87,5771.44,5762.01,Below Lower,5785.22,5757.65,0.0048,true,Normal,6.29
2025-03-07 15:56:01,2025-03-07 15:58:00,2025-03-07,Long,5783.50,5781.50,-100.00,Loss,1,true,31.10,33.84,21.27,Up,Strong,true,true,false,5776.30,5765.90,5755.50,Above Upper,5785.65,5746.15,0.0068,true,Normal,6.93
2025-03-10 09:55:01,2025-03-10 11:37:11,2025-03-10,Short,5685.50,5682.00,175.04,Profit,102,false,22.54,20.42,24.21,Doji,Weak,false,false,true,5708.55,5698.11,5687.67,Below Lower,5711.00,5685.22,0.0045,true,Normal,6.96
2025-03-10 11:43:01,2025-03-10 12:31:00,2025-03-10,Short,5657.50,5657.25,12.50,Profit,47,false,23.59,14.83,29.22,Doji,Weak,false,false,true,5676.82,5668.80,5660.78,Below Lower,5681.86,5655.74,0.0046,true,Normal,5.35
2025-03-10 12:34:01,2025-03-10 12:39:46,2025-03-10,Long,5665.25,5644.00,-1062.50,Loss,5,true,26.47,29.67,13.25,Up,Strong,true,true,false,5658.93,5651.63,5644.32,Above Upper,5664.57,5638.68,0.0046,true,Normal,4.87
2025-03-10 13:07:01,2025-03-10 13:23:00,2025-03-10,Short,5636.25,5644.50,-412.50,Loss,15,false,24.40,14.68,24.16,Doji,Weak,false,false,true,5651.50,5644.84,5638.18,Below Lower,5655.07,5634.61,0.0036,true,Normal,4.44
2025-03-10 13:38:01,2025-03-10 14:16:00,2025-03-10,Short,5620.75,5624.00,-162.50,Loss,37,false,35.39,10.66,29.28,Down,Strong,true,false,true,5641.88,5634.54,5627.19,Below Lower,5647.18,5621.89,0.0045,true,Normal,4.90
2025-03-10 14:42:01,2025-03-10 15:20:00,2025-03-10,Short,5602.75,5604.25,-75.00,Loss,37,false,28.55,13.65,26.85,Down,Strong,true,false,true,5618.90,5612.46,5606.02,Below Lower,5620.87,5604.05,0.0030,true,Normal,4.29
2025-03-10 15:20:01,2025-03-10 15:58:00,2025-03-10,Long,5604.25,5619.75,775.00,Profit,37,false,43.91,38.16,18.27,Up,Strong,true,true,false,5596.80,5587.68,5578.55,Above Upper,5608.06,5567.29,0.0073,true,Normal,6.08
2025-03-11 09:35:01,2025-03-11 09:37:50,2025-03-11,Short,5604.75,5620.50,-787.50,Loss,2,true,30.00,14.10,28.97,Down,Strong,true,false,true,5619.93,5612.66,5605.39,Below Lower,5622.95,5602.38,0.0037,true,Normal,4.85
2025-03-11 09:50:01,2025-03-11 09:56:00,2025-03-11,Long,5630.00,5613.00,-850.00,Loss,5,true,21.16,25.55,15.91,Doji,Weak,false,true,false,5627.30,5616.19,5605.07,Above Upper,5632.23,5600.14,0.0057,true,Normal,7.41
2025-03-11 10:04:01,2025-03-11 11:08:00,2025-03-11,Short,5591.25,5589.50,87.50,Profit,63,false,26.14,12.16,40.75,Down,Strong,true,false,true,5631.10,5614.78,5598.45,Below Lower,5637.90,5591.65,0.0082,true,Normal,10.89
2025-03-11 11:12:01,2025-03-11 11:59:00,2025-03-11,Long,5591.50,5590.00,-75.00,Loss,46,false,25.82,39.81,12.41,Up,Strong,true,true,false,5589.61,5577.13,5564.64,Above Upper,5599.90,5554.35,0.0082,true,Normal,8.32
2025-03-11 12:00:01,2025-03-11 13:46:55,2025-03-11,Short,5586.50,5562.50,1199.84,Profit,106,false,27.86,14.73,35.59,Down,Strong,true,false,true,5612.36,5602.35,5592.34,Below Lower,5617.97,5586.73,0.0056,true,Normal,6.67
2025-03-11 13:47:01,2025-03-11 15:51:20,2025-03-11,Long,5562.25,5595.76,1675.42,Profit,124,false,43.48,38.71,11.72,Up,Strong,true,true,false,5553.88,5545.30,5536.72,Above Upper,5562.17,5528.43,0.0061,true,Normal,5.72
2025-03-11 15:54:01,2025-03-11 15:58:00,2025-03-11,Short,5589.25,5585.75,175.00,Profit,3,true,21.18,14.90,25.94,Doji,Weak,false,false,true,5616.87,5605.08,5593.28,Below Lower,5619.62,5590.53,0.0052,true,Normal,7.87
2025-03-12 09:45:01,2025-03-12 11:32:13,2025-03-12,Short,5619.75,5588.49,1563.09,Profit,107,false,30.95,14.86,31.64,Down,Strong,true,false,true,5643.85,5633.88,5623.90,Below Lower,5645.96,5621.79,0.0043,true,Normal,6.65
2025-03-12 11:36:01,2025-03-12 12:43:39,2025-03-12,Long,5591.00,5600.87,493.48,Profit,67,false,45.07,29.75,12.77,Up,Strong,true,true,false,5586.89,5578.86,5570.84,Above Upper,5594.48,5563.24,0.0056,true,Normal,5.35
2025-03-12 12:45:01,2025-03-12 12:51:00,2025-03-12,Short,5603.00,5622.25,-962.50,Loss,5,true,33.73,10.37,30.89,Down,Strong,true,false,true,5624.04,5616.54,5609.04,Below Lower,5632.08,5600.99,0.0055,true,Normal,5.00
2025-03-12 13:51:01,2025-03-12 14:30:00,2025-03-12,Short,5617.00,5616.00,50.00,Profit,38,false,41.06,10.04,32.48,Down,Strong,true,false,true,5630.94,5624.46,5617.98,Below Lower,5631.60,5617.32,0.0025,true,Normal,4.32
2025-03-12 14:35:01,2025-03-12 15:02:00,2025-03-12,Long,5619.25,5613.25,-300.00,Loss,26,false,30.86,25.74,14.10,Up,Strong,true,true,false,5618.28,5612.18,5606.07,Above Upper,5620.00,5604.35,0.0028,true,Normal,4.07
2025-03-13 09:57:01,2025-03-13 10:10:00,2025-03-13,Short,5561.75,5577.00,-762.50,Loss,12,true,52.95,4.72,32.62,Down,Very Strong,true,false,true,5590.93,5581.23,5571.52,Below Lower,5601.92,5560.53,0.0074,true,Normal,6.47
2025-03-13 10:18:01,2025-03-13 10:36:00,2025-03-13,Long,5590.00,5582.50,-375.00,Loss,17,false,50.13,22.42,11.45,Up,Very Strong,true,true,false,5586.81,5577.19,5567.56,Above Upper,5595.84,5558.54,0.0067,true,Normal,6.42
2025-03-13 10:39:01,2025-03-13 11:05:00,2025-03-13,Short,5577.00,5578.75,-87.50,Loss,25,false,30.73,15.69,25.53,Down,Strong,true,false,true,5597.68,5587.98,5578.27,Below Lower,5602.07,5573.88,0.0050,true,Normal,6.47
2025-03-13 11:10:01,2025-03-13 14:07:33,2025-03-13,Short,5564.75,5531.50,1662.27,Profit,177,false,24.02,20.27,28.01,Doji,Weak,false,false,true,5582.98,5575.16,5567.34,Below Lower,5586.14,5564.18,0.0039,true,Normal,5.21
2025-03-13 14:09:01,2025-03-13 15:26:00,2025-03-13,Long,5533.00,5534.00,50.00,Profit,76,false,40.40,29.59,9.82,Up,Strong,true,true,false,5529.15,5522.35,5515.55,Above Upper,5535.01,5509.69,0.0046,true,Normal,4.54
2025-03-13 15:28:01,2025-03-13 15:58:00,2025-03-13,Short,5527.00,5522.75,212.50,Profit,29,false,41.34,7.32,36.00,Down,Strong,true,false,true,5545.84,5538.41,5530.99,Below Lower,5549.64,5527.18,0.0041,true,Normal,4.95
2025-03-14 09:37:01,2025-03-14 10:00:06,2025-03-14,Long,5585.25,5578.29,-348.11,Loss,23,false,29.74,32.09,12.84,Up,Strong,true,true,false,5582.09,5576.10,5570.11,Above Upper,5585.69,5566.51,0.0034,true,Normal,3.99
2025-03-14 10:42:01,2025-03-14 12:17:17,2025-03-14,Long,5596.75,5612.94,809.66,Profit,95,false,28.31,20.74,16.44,Up,Strong,true,true,false,5595.26,5586.74,5578.22,Above Upper,5596.73,5576.75,0.0036,true,Normal,5.68
2025-03-14 12:20:01,2025-03-14 12:37:00,2025-03-14,Short,5615.75,5626.25,-525.00,Loss,16,false,52.75,15.40,20.67,Down,Very Strong,true,false,true,5627.56,5621.86,5616.17,Below Lower,5631.65,5612.08,0.0035,true,Normal,3.80
2025-03-14 12:39:01,2025-03-14 13:15:00,2025-03-14,Long,5628.00,5629.75,87.50,Profit,35,false,25.47,24.01,20.84,Up,Strong,true,true,false,5625.11,5618.90,5612.69,Above Upper,5628.42,5609.38,0.0034,true,Normal,4.14
2025-03-14 15:55:01,2025-03-14 15:58:00,2025-03-14,Long,5644.75,5646.00,62.50,Profit,2,true,22.69,26.53,15.28,Doji,Weak,false,true,false,5639.03,5633.06,5627.09,Above Upper,5644.13,5621.99,0.0039,true,Normal,3.98
2025-03-17 09:36:01,2025-03-17 10:04:00,2025-03-17,Long,5710.00,5706.50,-175.00,Loss,27,false,36.40,50.02,8.11,Up,Strong,true,true,false,5698.36,5692.74,5687.12,Above Upper,5710.86,5674.62,0.0064,true,Normal,3.75
2025-03-17 10:04:01,2025-03-17 10:11:00,2025-03-17,Short,5706.50,5715.75,-462.50,Loss,6,true,37.59,13.24,27.70,Down,Strong,true,false,true,5725.00,5717.09,5709.18,Below Lower,5727.87,5706.31,0.0038,true,Normal,5.27
2025-03-17 10:31:01,2025-03-17 10:43:00,2025-03-17,Short,5705.75,5712.50,-337.50,Loss,11,true,32.63,13.91,28.92,Down,Strong,true,false,true,5725.12,5717.40,5709.68,Below Lower,5727.71,5707.09,0.0036,true,Normal,5.15
2025-03-17 10:57:01,2025-03-17 11:16:00,2025-03-17,Short,5703.25,5707.50,-212.50,Loss,18,false,24.62,13.15,31.39,Doji,Weak,false,false,true,5719.17,5712.35,5705.53,Below Lower,5721.29,5703.41,0.0031,true,Low,4.55
2025-03-17 11:35:01,2025-03-17 11:53:00,2025-03-17,Short,5694.50,5702.25,-387.50,Loss,17,false,32.76,9.70,36.47,Down,Strong,true,false,true,5713.41,5706.84,5700.27,Below Lower,5718.65,5695.02,0.0041,true,Normal,4.38
2025-03-17 12:08:01,2025-03-17 12:22:00,2025-03-17,Long,5710.75,5703.50,-362.50,Loss,13,true,30.96,30.42,13.74,Up,Strong,true,true,false,5708.55,5702.90,5697.25,Above Upper,5711.13,5694.67,0.0029,true,Normal,3.77
2025-03-17 15:57:01,2025-03-17 15:58:00,2025-03-17,Short,5735.25,5738.00,-137.50,Loss,0,true,25.95,8.87,33.94,Down,Strong,true,false,true,5752.27,5746.48,5740.68,Below Lower,5755.81,5737.14,0.0032,true,Normal,3.86
2025-03-18 09:38:01,2025-03-18 12:15:14,2025-03-18,Short,5691.75,5671.80,997.67,Profit,157,false,21.44,13.18,29.28,Doji,Weak,false,false,true,5709.30,5703.18,5697.05,Below Lower,5712.62,5693.73,0.0033,true,Normal,4.08
2025-03-18 12:44:01,2025-03-18 13:00:00,2025-03-18,Short,5664.75,5668.75,-200.00,Loss,15,false,24.46,20.30,34.50,Doji,Weak,false,false,true,5677.43,5671.99,5666.54,Below Lower,5679.67,5664.30,0.0027,true,Normal,3.63
2025-03-18 13:01:01,2025-03-18 13:07:00,2025-03-18,Long,5669.50,5661.50,-400.00,Loss,5,true,35.36,28.36,20.39,Up,Strong,true,true,false,5668.27,5662.65,5657.03,Above Upper,5670.70,5654.60,0.0028,true,Normal,3.75
2025-03-18 14:05:01,2025-03-18 14:22:00,2025-03-18,Short,5660.75,5669.00,-412.50,Loss,16,false,40.86,7.53,29.40,Down,Strong,true,false,true,5675.08,5669.43,5663.77,Below Lower,5678.20,5660.65,0.0031,true,Normal,3.77
2025-03-18 14:53:01,2025-03-18 15:01:00,2025-03-18,Long,5680.75,5669.00,-587.50,Loss,7,true,24.98,33.96,13.69,Doji,Weak,false,true,false,5677.83,5672.73,5667.62,Above Upper,5680.47,5664.98,0.0027,true,Normal,3.40
2025-03-19 09:53:01,2025-03-19 10:53:00,2025-03-19,Long,5695.00,5696.75,87.50,Profit,59,false,27.48,35.13,13.87,Up,Strong,true,true,false,5693.19,5687.01,5680.84,Above Upper,5698.24,5675.78,0.0039,true,Normal,4.12
2025-03-19 14:03:01,2025-03-19 15:28:52,2025-03-19,Long,5702.50,5730.90,1420.16,Profit,85,false,32.26,33.32,10.82,Up,Strong,true,true,false,5702.52,5694.46,5686.40,Inside,5704.63,5684.30,0.0036,true,Normal,5.37
2025-03-19 15:29:01,2025-03-19 15:42:00,2025-03-19,Short,5729.50,5748.50,-950.00,Loss,12,true,54.54,10.33,33.36,Down,Very Strong,true,false,true,5759.10,5749.98,5740.85,Below Lower,5771.30,5728.65,0.0074,true,Normal,6.08
2025-03-20 09:36:01,2025-03-20 11:31:27,2025-03-20,Long,5704.75,5742.56,1890.74,Profit,115,false,25.44,26.39,21.05,Up,Strong,true,true,false,5703.05,5697.34,5691.63,Above Upper,5706.05,5688.62,0.0031,true,Normal,3.81
2025-03-20 11:35:01,2025-03-20 11:44:00,2025-03-20,Short,5741.00,5749.25,-412.50,Loss,8,true,38.79,8.88,27.92,Down,Strong,true,false,true,5752.95,5747.56,5742.17,Below Lower,5755.08,5740.04,0.0026,true,Normal,3.59
2025-03-20 11:48:01,2025-03-20 11:58:00,2025-03-20,Long,5752.75,5743.75,-450.00,Loss,9,true,28.99,25.00,15.49,Up,Strong,true,true,false,5751.21,5745.86,5740.51,Above Upper,5754.97,5736.76,0.0032,true,Normal,3.57
2025-03-20 12:02:01,2025-03-20 14:53:40,2025-03-20,Short,5741.75,5714.03,1386.23,Profit,171,false,35.07,14.47,27.41,Down,Strong,true,false,true,5753.61,5748.20,5742.79,Below Lower,5756.77,5739.63,0.0030,true,Normal,3.60
2025-03-20 15:30:01,2025-03-20 15:37:00,2025-03-20,Short,5704.75,5716.00,-562.50,Loss,6,true,24.48,21.61,28.00,Doji,Weak,false,false,true,5718.83,5713.04,5707.25,Below Lower,5721.07,5705.01,0.0028,true,Normal,3.86
2025-03-21 10:12:01,2025-03-21 10:20:00,2025-03-21,Short,5654.00,5666.50,-625.00,Loss,7,true,19.15,18.91,21.49,Doji,Weak,false,false,true,5672.72,5664.50,5656.28,Below Lower,5674.75,5654.25,0.0036,true,Normal,5.48
2025-03-21 10:24:01,2025-03-21 10:40:00,2025-03-21,Long,5673.00,5665.00,-400.00,Loss,15,false,21.42,26.30,13.28,Doji,Weak,false,true,false,5670.85,5663.36,5655.88,Above Upper,5673.71,5653.02,0.0037,true,Normal,4.99
2025-03-21 11:04:01,2025-03-21 11:16:00,2025-03-21,Long,5689.25,5673.75,-775.00,Loss,11,true,41.89,26.68,14.21,Up,Strong,true,true,false,5685.27,5679.28,5673.28,Above Upper,5693.02,5665.53,0.0048,true,Normal,4.00
2025-03-21 11:16:01,2025-03-21 12:07:00,2025-03-21,Short,5673.75,5673.75,0.00,Loss,50,false,44.78,14.72,28.57,Down,Strong,true,false,true,5690.72,5684.88,5679.03,Below Lower,5692.97,5676.78,0.0028,true,Normal,3.89
2025-03-21 12:11:01,2025-03-21 13:31:09,2025-03-21,Long,5678.50,5690.56,603.04,Profit,80,false,20.52,30.74,16.03,Doji,Weak,false,true,false,5676.83,5670.73,5664.62,Above Upper,5679.91,5661.54,0.0032,true,Normal,4.07
