Timestamp,Timestamp_ET,Order_Type,Entry_Type,Status,Low,High,Entry_Point,Stop_Loss,Take_Profit,Profit_Multiplier,Risk_Dollars,Contracts,At_Risk,Potential,Placed_Timestamp,Placed_Timestamp_ET,Filled_Timestamp,Filled_Timestamp_ET,Close_Timestamp,Close_Timestamp_ET,Cancel_Reason
1731491820000,2024-11-13 09:57:00,Long,EngulfingOrderBlock,Loss,6007.25,6009.75,6009.75,6007.25,6014.75,2.0,550.0,44,550.0,1100.0,1731491880000,2024-11-13 09:58:00,1731492000000,2024-11-13 10:00:00,1731492060000,2024-11-13 10:01:00,
1731492480000,2024-11-13 10:08:00,Long,EngulfingOrderBlock,Cancelled,5991.75,5997.0,5997.0,5991.75,6007.5,2.0,550.0,20,525.0,1050.0,1731492540000,2024-11-13 10:09:00,,,1731493620000,2024-11-13 10:27:00,More than ten minutes have passed and the candle wicked outside the order.
1731494040000,2024-11-13 10:34:00,Short,EngulfingOrderBlock,Loss,6009.75,6013.0,6009.75,6013.0,6003.25,2.0,550.0,33,536.25,1072.5,1731494100000,2024-11-13 10:35:00,1731494100000,2024-11-13 10:35:00,1731494160000,2024-11-13 10:36:00,
1731495660000,2024-11-13 11:01:00,Short,EngulfingOrderBlock,Profit,6014.0,6015.75,6014.0,6015.75,6010.5,2.0,550.0,62,542.5,1085.0,1731495720000,2024-11-13 11:02:00,1731495720000,2024-11-13 11:02:00,1731495900000,2024-11-13 11:05:00,
1731498300000,2024-11-13 11:45:00,Long,EngulfingOrderBlock,Cancelled,6015.25,6016.75,6016.75,6015.25,6019.75,2.0,550.0,73,547.5,1095.0,1731498360000,2024-11-13 11:46:00,,,1731498420000,2024-11-13 11:47:00,A full candle fell outside the range of the order.
1731498900000,2024-11-13 11:55:00,Short,EngulfingOrderBlock,Profit,6023.5,6025.25,6023.5,6025.25,6020.0,2.0,550.0,62,542.5,1085.0,1731498960000,2024-11-13 11:56:00,1731498960000,2024-11-13 11:56:00,1731499020000,2024-11-13 11:57:00,
1731499980000,2024-11-13 12:13:00,Short,EngulfingOrderBlock,Cancelled,6029.5,6031.75,6029.5,6031.75,6025.0,2.0,550.0,48,540.0,1080.0,,,,,1731500280000,2024-11-13 12:18:00,More than ten minutes have passed and the candle wicked outside the order.
1731500220000,2024-11-13 12:17:00,Short,EngulfingOrderBlock,Profit,6031.75,6033.5,6031.75,6033.5,6028.25,2.0,550.0,62,542.5,1085.0,1731500280000,2024-11-13 12:18:00,1731500280000,2024-11-13 12:18:00,1731500400000,2024-11-13 12:20:00,
1731502260000,2024-11-13 12:51:00,Short,EngulfingOrderBlock,Loss,6031.0,6032.25,6031.0,6032.25,6028.5,2.0,550.0,88,550.0,1100.0,1731502320000,2024-11-13 12:52:00,1731502320000,2024-11-13 12:52:00,1731502440000,2024-11-13 12:54:00,
1731503400000,2024-11-13 13:10:00,Long,EngulfingOrderBlock,Cancelled,6030.25,6031.25,6031.25,6030.25,6033.25,2.0,550.0,110,550.0,1100.0,,,,,1731503520000,2024-11-13 13:12:00,A full candle fell outside the range of the order.
1731504360000,2024-11-13 13:26:00,Short,EngulfingOrderBlock,Cancelled,6030.0,6031.0,6030.0,6031.0,6028.0,2.0,550.0,110,550.0,1100.0,,,,,1731504660000,2024-11-13 13:31:00,More than ten minutes have passed and the candle wicked outside the order.
1731504780000,2024-11-13 13:33:00,Short,EngulfingOrderBlock,Profit,6032.0,6032.75,6032.0,6032.75,6030.5,2.0,550.0,146,547.5,1095.0,1731504840000,2024-11-13 13:34:00,1731504840000,2024-11-13 13:34:00,1731504900000,2024-11-13 13:35:00,
1731505260000,2024-11-13 13:41:00,Long,EngulfingOrderBlock,Profit,6028.25,6030.25,6030.25,6028.25,6034.25,2.0,550.0,55,550.0,1100.0,1731505320000,2024-11-13 13:42:00,1731505320000,2024-11-13 13:42:00,1731505680000,2024-11-13 13:48:00,
1731507060000,2024-11-13 14:11:00,Long,EngulfingOrderBlock,Loss,6027.75,6029.0,6029.0,6027.75,6031.5,2.0,550.0,88,550.0,1100.0,1731507180000,2024-11-13 14:13:00,1731507180000,2024-11-13 14:13:00,1731507180000,2024-11-13 14:13:00,
1731507600000,2024-11-13 14:20:00,Long,EngulfingOrderBlock,Loss,6022.75,6025.0,6025.0,6022.75,6029.5,2.0,550.0,48,540.0,1080.0,1731507660000,2024-11-13 14:21:00,1731507660000,2024-11-13 14:21:00,1731507960000,2024-11-13 14:26:00,
1731508320000,2024-11-13 14:32:00,Long,EngulfingOrderBlock,Loss,6018.5,6021.75,6021.75,6018.5,6028.25,2.0,550.0,33,536.25,1072.5,1731508380000,2024-11-13 14:33:00,1731508380000,2024-11-13 14:33:00,1731508560000,2024-11-13 14:36:00,
1731509100000,2024-11-13 14:45:00,Long,EngulfingOrderBlock,Loss,6013.25,6015.0,6015.0,6013.25,6018.5,2.0,550.0,62,542.5,1085.0,1731509160000,2024-11-13 14:46:00,1731509160000,2024-11-13 14:46:00,1731510120000,2024-11-13 15:02:00,
1731511320000,2024-11-13 15:22:00,Short,EngulfingOrderBlock,Profit,6022.5,6024.5,6022.5,6024.5,6018.5,2.0,550.0,55,550.0,1100.0,1731511380000,2024-11-13 15:23:00,1731511380000,2024-11-13 15:23:00,1731511620000,2024-11-13 15:27:00,
1731513360000,2024-11-13 15:56:00,Long,EngulfingOrderBlock,Profit,6008.5,6011.25,6011.25,6008.5,6016.75,2.0,550.0,40,550.0,1100.0,1731513420000,2024-11-13 15:57:00,1731513420000,2024-11-13 15:57:00,1731513420000,2024-11-13 15:57:00,
1731584580000,2024-11-14 11:43:00,Short,EngulfingOrderBlock,Cancelled,6008.5,6010.5,6008.5,6010.5,6004.5,2.0,550.0,55,550.0,1100.0,1731584640000,2024-11-14 11:44:00,,,1731584820000,2024-11-14 11:47:00,A full candle fell outside the range of the order.
1731585000000,2024-11-14 11:50:00,Long,EngulfingOrderBlock,Cancelled,6001.0,6003.0,6003.0,6001.0,6007.0,2.0,550.0,55,550.0,1100.0,,,,,1731585180000,2024-11-14 11:53:00,A full candle fell outside the range of the order.
1731587580000,2024-11-14 12:33:00,Long,EngulfingOrderBlock,Profit,5981.25,5985.25,5985.25,5981.25,5993.25,2.0,550.0,27,540.0,1080.0,1731587640000,2024-11-14 12:34:00,1731587640000,2024-11-14 12:34:00,1731587880000,2024-11-14 12:38:00,
1731592800000,2024-11-14 14:00:00,Long,EngulfingOrderBlock,Cancelled,5980.5,5982.5,5982.5,5980.5,5986.5,2.0,550.0,55,550.0,1100.0,1731592860000,2024-11-14 14:01:00,,,1731592920000,2024-11-14 14:02:00,A full candle fell outside the range of the order.
1731594780000,2024-11-14 14:33:00,Short,EngulfingOrderBlock,Loss,5993.75,5996.0,5993.75,5996.0,5989.25,2.0,550.0,48,540.0,1080.0,1731594840000,2024-11-14 14:34:00,1731594840000,2024-11-14 14:34:00,1731595140000,2024-11-14 14:39:00,
1731595800000,2024-11-14 14:50:00,Long,EngulfingOrderBlock,Cancelled,5991.25,5992.5,5992.5,5991.25,5995.0,2.0,550.0,88,550.0,1100.0,1731595860000,2024-11-14 14:51:00,,,1731595920000,2024-11-14 14:52:00,A full candle fell outside the range of the order.
1731597060000,2024-11-14 15:11:00,Long,EngulfingOrderBlock,Profit,5973.25,5977.25,5977.25,5973.25,5985.25,2.0,550.0,27,540.0,1080.0,1731597120000,2024-11-14 15:12:00,1731597120000,2024-11-14 15:12:00,1731597360000,2024-11-14 15:16:00,
1731598560000,2024-11-14 15:36:00,Long,EngulfingOrderBlock,Cancelled,5975.25,5979.0,5979.0,5975.25,5986.5,2.0,550.0,29,543.75,1087.5,,,,,1731598860000,2024-11-14 15:41:00,More than ten minutes have passed and the candle wicked outside the order.
1731599340000,2024-11-14 15:49:00,Long,EngulfingOrderBlock,Profit,5970.25,5975.0,5975.0,5970.25,5984.5,2.0,550.0,23,546.25,1092.5,1731599400000,2024-11-14 15:50:00,1731599400000,2024-11-14 15:50:00,1731599400000,2024-11-14 15:50:00,
1731663600000,2024-11-15 09:40:00,Long,EngulfingOrderBlock,Loss,5932.0,5934.0,5934.0,5932.0,5938.0,2.0,550.0,55,550.0,1100.0,1731663660000,2024-11-15 09:41:00,1731663720000,2024-11-15 09:42:00,1731663780000,2024-11-15 09:43:00,
1731670980000,2024-11-15 11:43:00,Long,EngulfingOrderBlock,Profit,5896.25,5899.5,5899.5,5896.25,5906.0,2.0,550.0,33,536.25,1072.5,1731671040000,2024-11-15 11:44:00,1731671040000,2024-11-15 11:44:00,1731671220000,2024-11-15 11:47:00,
1731673320000,2024-11-15 12:22:00,Short,EngulfingOrderBlock,Profit,5895.5,5898.25,5895.5,5898.25,5890.0,2.0,550.0,40,550.0,1100.0,1731673380000,2024-11-15 12:23:00,1731673380000,2024-11-15 12:23:00,1731673860000,2024-11-15 12:31:00,
1731675780000,2024-11-15 13:03:00,Short,EngulfingOrderBlock,Loss,5890.5,5893.25,5890.5,5893.25,5885.0,2.0,550.0,40,550.0,1100.0,1731675900000,2024-11-15 13:05:00,1731675900000,2024-11-15 13:05:00,1731676620000,2024-11-15 13:17:00,
1731677940000,2024-11-15 13:39:00,Long,EngulfingOrderBlock,Cancelled,5887.75,5889.5,5889.5,5887.75,5893.0,2.0,550.0,62,542.5,1085.0,,,,,1731678180000,2024-11-15 13:43:00,A full candle fell outside the range of the order.
1731678840000,2024-11-15 13:54:00,Long,EngulfingOrderBlock,Loss,5881.25,5882.75,5882.75,5881.25,5885.75,2.0,550.0,73,547.5,1095.0,1731678900000,2024-11-15 13:55:00,1731678900000,2024-11-15 13:55:00,1731678960000,2024-11-15 13:56:00,
1731679320000,2024-11-15 14:02:00,Short,EngulfingOrderBlock,Loss,5884.0,5886.75,5884.0,5886.75,5878.5,2.0,550.0,40,550.0,1100.0,1731679380000,2024-11-15 14:03:00,1731679440000,2024-11-15 14:04:00,1731679680000,2024-11-15 14:08:00,
1731680220000,2024-11-15 14:17:00,Long,EngulfingOrderBlock,Cancelled,5882.75,5884.5,5884.5,5882.75,5888.0,2.0,550.0,62,542.5,1085.0,,,,,1731680520000,2024-11-15 14:22:00,More than ten minutes have passed and the candle wicked outside the order.
1731686160000,2024-11-15 15:56:00,Short,EngulfingOrderBlock,Cancelled,5898.0,5902.0,5898.0,5902.0,5890.0,2.0,550.0,27,540.0,1080.0,,,,,1731686160000,2024-11-15 15:56:00,Ten minutes until closing. All orders cancelled.
1731923040000,2024-11-18 09:44:00,Short,EngulfingOrderBlock,Profit,5899.25,5901.75,5899.25,5901.75,5894.25,2.0,550.0,44,550.0,1100.0,1731923100000,2024-11-18 09:45:00,1731923100000,2024-11-18 09:45:00,1731923160000,2024-11-18 09:46:00,
1731924540000,2024-11-18 10:09:00,Short,EngulfingOrderBlock,Loss,5903.25,5906.5,5903.25,5906.5,5896.75,2.0,550.0,33,536.25,1072.5,1731924600000,2024-11-18 10:10:00,1731924600000,2024-11-18 10:10:00,1731924900000,2024-11-18 10:15:00,
1731927000000,2024-11-18 10:50:00,Short,EngulfingOrderBlock,Loss,5919.75,5920.75,5919.75,5920.75,5917.75,2.0,550.0,110,550.0,1100.0,1731927180000,2024-11-18 10:53:00,1731927180000,2024-11-18 10:53:00,1731927180000,2024-11-18 10:53:00,
1731929220000,2024-11-18 11:27:00,Short,EngulfingOrderBlock,Loss,5926.25,5927.5,5926.25,5927.5,5923.75,2.0,550.0,88,550.0,1100.0,1731929280000,2024-11-18 11:28:00,1731929280000,2024-11-18 11:28:00,1731929460000,2024-11-18 11:31:00,
1731930300000,2024-11-18 11:45:00,Short,EngulfingOrderBlock,Cancelled,5931.0,5932.75,5931.0,5932.75,5927.5,2.0,550.0,62,542.5,1085.0,1731930360000,2024-11-18 11:46:00,,,1731930540000,2024-11-18 11:49:00,A full candle fell outside the range of the order.
1731930840000,2024-11-18 11:54:00,Long,EngulfingOrderBlock,Cancelled,5919.75,5921.75,5921.75,5919.75,5925.75,2.0,550.0,55,550.0,1100.0,,,,,1731931140000,2024-11-18 11:59:00,More than ten minutes have passed and the candle wicked outside the order.
1731934800000,2024-11-18 13:00:00,Short,EngulfingOrderBlock,Profit,5923.5,5924.5,5923.5,5924.5,5921.5,2.0,550.0,110,550.0,1100.0,1731934860000,2024-11-18 13:01:00,1731934860000,2024-11-18 13:01:00,1731935100000,2024-11-18 13:05:00,
1731939420000,2024-11-18 14:17:00,Long,EngulfingOrderBlock,Loss,5911.0,5912.75,5912.75,5911.0,5916.25,2.0,550.0,62,542.5,1085.0,1731939480000,2024-11-18 14:18:00,1731939480000,2024-11-18 14:18:00,1731939600000,2024-11-18 14:20:00,
1731939960000,2024-11-18 14:26:00,Long,EngulfingOrderBlock,Loss,5908.25,5909.75,5909.75,5908.25,5912.75,2.0,550.0,73,547.5,1095.0,1731940020000,2024-11-18 14:27:00,1731940140000,2024-11-18 14:29:00,1731940440000,2024-11-18 14:34:00,
1731941700000,2024-11-18 14:55:00,Short,EngulfingOrderBlock,Loss,5917.75,5919.5,5917.75,5919.5,5914.25,2.0,550.0,62,542.5,1085.0,1731942000000,2024-11-18 15:00:00,1731942000000,2024-11-18 15:00:00,1731942060000,2024-11-18 15:01:00,
1732016220000,2024-11-19 11:37:00,Short,EngulfingOrderBlock,Loss,5926.25,5928.0,5926.25,5928.0,5922.75,2.0,550.0,62,542.5,1085.0,1732016280000,2024-11-19 11:38:00,1732016280000,2024-11-19 11:38:00,1732016460000,2024-11-19 11:41:00,
1732020060000,2024-11-19 12:41:00,Short,EngulfingOrderBlock,Profit,5930.25,5932.0,5930.25,5932.0,5926.75,2.0,550.0,62,542.5,1085.0,1732020120000,2024-11-19 12:42:00,1732020120000,2024-11-19 12:42:00,1732020420000,2024-11-19 12:47:00,
1732020240000,2024-11-19 12:44:00,Long,EngulfingOrderBlock,Cancelled,5927.25,5929.0,5929.0,5927.25,5932.5,2.0,550.0,62,542.5,1085.0,,,,,1732020540000,2024-11-19 12:49:00,A full candle fell outside the range of the order.
1732020660000,2024-11-19 12:51:00,Long,EngulfingOrderBlock,Loss,5925.75,5927.0,5927.0,5925.75,5929.5,2.0,550.0,88,550.0,1100.0,1732020720000,2024-11-19 12:52:00,1732020720000,2024-11-19 12:52:00,1732020780000,2024-11-19 12:53:00,
1732026000000,2024-11-19 14:20:00,Long,EngulfingOrderBlock,Loss,5939.25,5940.5,5940.5,5939.25,5943.0,2.0,550.0,88,550.0,1100.0,1732026060000,2024-11-19 14:21:00,1732026360000,2024-11-19 14:26:00,1732026420000,2024-11-19 14:27:00,
1732028220000,2024-11-19 14:57:00,Short,EngulfingOrderBlock,Profit,5933.75,5935.25,5933.75,5935.25,5930.75,2.0,550.0,73,547.5,1095.0,1732028280000,2024-11-19 14:58:00,1732028280000,2024-11-19 14:58:00,1732028460000,2024-11-19 15:01:00,
1732029180000,2024-11-19 15:13:00,Short,EngulfingOrderBlock,Loss,5933.0,5934.0,5933.0,5934.0,5931.0,2.0,550.0,110,550.0,1100.0,1732029300000,2024-11-19 15:15:00,1732029300000,2024-11-19 15:15:00,1732029420000,2024-11-19 15:17:00,
1732031580000,2024-11-19 15:53:00,Short,EngulfingOrderBlock,Cancelled,5938.75,5940.5,5938.75,5940.5,5935.25,2.0,550.0,62,542.5,1085.0,,,,,1732031580000,2024-11-19 15:53:00,Ten minutes until closing. All orders cancelled.
1732095960000,2024-11-20 09:46:00,Long,EngulfingOrderBlock,Loss,5913.5,5917.5,5917.5,5913.5,5925.5,2.0,550.0,27,540.0,1080.0,1732096020000,2024-11-20 09:47:00,1732096080000,2024-11-20 09:48:00,1732096200000,2024-11-20 09:50:00,
1732096800000,2024-11-20 10:00:00,Long,EngulfingOrderBlock,Loss,5908.5,5911.25,5911.25,5908.5,5916.75,2.0,550.0,40,550.0,1100.0,1732096860000,2024-11-20 10:01:00,1732096920000,2024-11-20 10:02:00,1732096980000,2024-11-20 10:03:00,
1732103820000,2024-11-20 11:57:00,Short,EngulfingOrderBlock,Profit,5919.25,5922.25,5919.25,5922.25,5913.25,2.0,550.0,36,540.0,1080.0,1732103880000,2024-11-20 11:58:00,1732103880000,2024-11-20 11:58:00,1732104180000,2024-11-20 12:03:00,
1732106520000,2024-11-20 12:42:00,Short,EngulfingOrderBlock,Loss,5912.75,5914.5,5912.75,5914.5,5909.25,2.0,550.0,62,542.5,1085.0,1732106580000,2024-11-20 12:43:00,1732106760000,2024-11-20 12:46:00,1732106940000,2024-11-20 12:49:00,
1732108860000,2024-11-20 13:21:00,Long,EngulfingOrderBlock,Profit,5899.5,5903.25,5903.25,5899.5,5910.75,2.0,550.0,29,543.75,1087.5,1732108920000,2024-11-20 13:22:00,1732108920000,2024-11-20 13:22:00,1732109220000,2024-11-20 13:27:00,
1732110480000,2024-11-20 13:48:00,Long,EngulfingOrderBlock,Cancelled,5895.75,5898.0,5898.0,5895.75,5902.5,2.0,550.0,48,540.0,1080.0,1732110540000,2024-11-20 13:49:00,,,1732111140000,2024-11-20 13:59:00,More than ten minutes have passed and the candle wicked outside the order.
1732111980000,2024-11-20 14:13:00,Long,EngulfingOrderBlock,Loss,5897.5,5898.75,5898.75,5897.5,5901.25,2.0,550.0,88,550.0,1100.0,1732112100000,2024-11-20 14:15:00,1732112100000,2024-11-20 14:15:00,1732112220000,2024-11-20 14:17:00,
1732116960000,2024-11-20 15:36:00,Short,EngulfingOrderBlock,Cancelled,5932.5,5935.25,5932.5,5935.25,5927.0,2.0,550.0,40,550.0,1100.0,,,,,1732117260000,2024-11-20 15:41:00,More than ten minutes have passed and the candle wicked outside the order.
1732117260000,2024-11-20 15:41:00,Short,EngulfingOrderBlock,Loss,5934.0,5937.25,5934.0,5937.25,5927.5,2.0,550.0,33,536.25,1072.5,1732117320000,2024-11-20 15:42:00,1732117320000,2024-11-20 15:42:00,1732117680000,2024-11-20 15:48:00,
1732118340000,2024-11-20 15:59:00,Long,EngulfingOrderBlock,Cancelled,5935.25,5937.5,5937.5,5935.25,5942.0,2.0,550.0,48,540.0,1080.0,,,,,1732118340000,2024-11-20 15:59:00,Ten minutes until closing. All orders cancelled.
1732182180000,2024-11-21 09:43:00,Long,EngulfingOrderBlock,Profit,5919.0,5926.0,5926.0,5919.0,5940.0,2.0,550.0,15,525.0,1050.0,1732182240000,2024-11-21 09:44:00,1732182240000,2024-11-21 09:44:00,1732182420000,2024-11-21 09:47:00,
1732183680000,2024-11-21 10:08:00,Long,EngulfingOrderBlock,Cancelled,5917.0,5921.75,5921.75,5917.0,5931.25,2.0,550.0,23,546.25,1092.5,1732183740000,2024-11-21 10:09:00,,,1732183980000,2024-11-21 10:13:00,A full candle fell outside the range of the order.
1732184160000,2024-11-21 10:16:00,Short,EngulfingOrderBlock,Profit,5938.75,5944.5,5938.75,5944.5,5927.25,2.0,550.0,19,546.25,1092.5,1732184220000,2024-11-21 10:17:00,1732184220000,2024-11-21 10:17:00,1732184580000,2024-11-21 10:23:00,
1732187940000,2024-11-21 11:19:00,Short,EngulfingOrderBlock,Loss,5949.0,5951.5,5949.0,5951.5,5944.0,2.0,550.0,44,550.0,1100.0,1732188000000,2024-11-21 11:20:00,1732188000000,2024-11-21 11:20:00,1732188060000,2024-11-21 11:21:00,
1732188840000,2024-11-21 11:34:00,Short,EngulfingOrderBlock,Profit,5963.5,5965.25,5963.5,5965.25,5960.0,2.0,550.0,62,542.5,1085.0,1732188900000,2024-11-21 11:35:00,1732188900000,2024-11-21 11:35:00,1732188900000,2024-11-21 11:35:00,
1732189200000,2024-11-21 11:40:00,Long,EngulfingOrderBlock,Loss,5953.25,5955.5,5955.5,5953.25,5960.0,2.0,550.0,48,540.0,1080.0,1732189260000,2024-11-21 11:41:00,1732189260000,2024-11-21 11:41:00,1732189560000,2024-11-21 11:46:00,
1732190400000,2024-11-21 12:00:00,Short,EngulfingOrderBlock,Loss,5950.75,5954.0,5950.75,5954.0,5944.25,2.0,550.0,33,536.25,1072.5,1732190460000,2024-11-21 12:01:00,1732190460000,2024-11-21 12:01:00,1732191300000,2024-11-21 12:15:00,
1732193220000,2024-11-21 12:47:00,Short,EngulfingOrderBlock,Profit,5973.75,5975.75,5973.75,5975.75,5969.75,2.0,550.0,55,550.0,1100.0,1732193280000,2024-11-21 12:48:00,1732193280000,2024-11-21 12:48:00,1732193700000,2024-11-21 12:55:00,
1732193340000,2024-11-21 12:49:00,Short,EngulfingOrderBlock,Loss,5972.5,5974.75,5972.5,5974.75,5968.0,2.0,550.0,48,540.0,1080.0,1732193760000,2024-11-21 12:56:00,1732193760000,2024-11-21 12:56:00,1732194300000,2024-11-21 13:05:00,
1732195260000,2024-11-21 13:21:00,Long,EngulfingOrderBlock,Profit,5972.0,5974.5,5974.5,5972.0,5979.5,2.0,550.0,44,550.0,1100.0,1732195320000,2024-11-21 13:22:00,1732195620000,2024-11-21 13:27:00,1732195800000,2024-11-21 13:30:00,
1732199400000,2024-11-21 14:30:00,Short,EngulfingOrderBlock,Loss,5976.5,5979.0,5976.5,5979.0,5971.5,2.0,550.0,44,550.0,1100.0,1732199460000,2024-11-21 14:31:00,1732199460000,2024-11-21 14:31:00,1732199880000,2024-11-21 14:38:00,
1732203840000,2024-11-21 15:44:00,Long,EngulfingOrderBlock,Loss,5973.75,5975.75,5975.75,5973.75,5979.75,2.0,550.0,55,550.0,1100.0,1732203900000,2024-11-21 15:45:00,1732203960000,2024-11-21 15:46:00,1732204200000,2024-11-21 15:50:00,
1732270320000,2024-11-22 10:12:00,Long,EngulfingOrderBlock,Loss,5972.75,5976.25,5976.25,5972.75,5983.25,2.0,550.0,31,542.5,1085.0,1732270380000,2024-11-22 10:13:00,1732270380000,2024-11-22 10:13:00,1732270920000,2024-11-22 10:22:00,
1732272360000,2024-11-22 10:46:00,Short,EngulfingOrderBlock,Loss,5986.25,5989.5,5986.25,5989.5,5979.75,2.0,550.0,33,536.25,1072.5,1732272420000,2024-11-22 10:47:00,1732272420000,2024-11-22 10:47:00,1732273140000,2024-11-22 10:59:00,
1732274460000,2024-11-22 11:21:00,Long,EngulfingOrderBlock,Profit,5969.25,5974.25,5974.25,5969.25,5984.25,2.0,550.0,22,550.0,1100.0,1732274520000,2024-11-22 11:22:00,1732274700000,2024-11-22 11:25:00,1732277040000,2024-11-22 12:04:00,
1732275000000,2024-11-22 11:30:00,Short,EngulfingOrderBlock,Cancelled,5975.75,5978.75,5975.75,5978.75,5969.75,2.0,550.0,36,540.0,1080.0,,,,,1732275480000,2024-11-22 11:38:00,More than ten minutes have passed and the candle wicked outside the order.
1732276020000,2024-11-22 11:47:00,Long,EngulfingOrderBlock,Cancelled,5970.5,5974.5,5974.5,5970.5,5982.5,2.0,550.0,27,540.0,1080.0,,,,,1732276320000,2024-11-22 11:52:00,More than ten minutes have passed and the candle wicked outside the order.
1732277160000,2024-11-22 12:06:00,Short,EngulfingOrderBlock,Loss,5984.0,5986.25,5984.0,5986.25,5979.5,2.0,550.0,48,540.0,1080.0,1732277220000,2024-11-22 12:07:00,1732277220000,2024-11-22 12:07:00,1732277460000,2024-11-22 12:11:00,
1732280220000,2024-11-22 12:57:00,Short,EngulfingOrderBlock,Loss,5988.5,5989.75,5988.5,5989.75,5986.0,2.0,550.0,88,550.0,1100.0,1732280400000,2024-11-22 13:00:00,1732280400000,2024-11-22 13:00:00,1732280580000,2024-11-22 13:03:00,
1732281660000,2024-11-22 13:21:00,Long,EngulfingOrderBlock,Loss,5988.25,5990.5,5990.5,5988.25,5995.0,2.0,550.0,48,540.0,1080.0,1732281720000,2024-11-22 13:22:00,1732281720000,2024-11-22 13:22:00,1732282080000,2024-11-22 13:28:00,
1732285140000,2024-11-22 14:19:00,Long,EngulfingOrderBlock,Cancelled,5974.5,5976.5,5976.5,5974.5,5980.5,2.0,550.0,55,550.0,1100.0,1732285200000,2024-11-22 14:20:00,,,1732285440000,2024-11-22 14:24:00,A full candle fell outside the range of the order.
1732287900000,2024-11-22 15:05:00,Long,EngulfingOrderBlock,Loss,5973.75,5979.0,5979.0,5973.75,5989.5,2.0,550.0,20,525.0,1050.0,1732287960000,2024-11-22 15:06:00,1732288080000,2024-11-22 15:08:00,1732288440000,2024-11-22 15:14:00,
1732288500000,2024-11-22 15:15:00,Long,EngulfingOrderBlock,Loss,5973.25,5976.0,5976.0,5973.25,5981.5,2.0,550.0,40,550.0,1100.0,1732288800000,2024-11-22 15:20:00,1732289340000,2024-11-22 15:29:00,1732289340000,2024-11-22 15:29:00,
1732290000000,2024-11-22 15:40:00,Short,EngulfingOrderBlock,Loss,5980.25,5982.0,5980.25,5982.0,5976.75,2.0,550.0,62,542.5,1085.0,1732290120000,2024-11-22 15:42:00,1732290120000,2024-11-22 15:42:00,1732290360000,2024-11-22 15:46:00,
1732527780000,2024-11-25 09:43:00,Short,EngulfingOrderBlock,Profit,6037.0,6040.0,6037.0,6040.0,6031.0,2.0,550.0,36,540.0,1080.0,1732527840000,2024-11-25 09:44:00,1732527900000,2024-11-25 09:45:00,1732528080000,2024-11-25 09:48:00,
1732529640000,2024-11-25 10:14:00,Long,EngulfingOrderBlock,Profit,6006.0,6010.0,6010.0,6006.0,6018.0,2.0,550.0,27,540.0,1080.0,1732529700000,2024-11-25 10:15:00,1732529700000,2024-11-25 10:15:00,1732529760000,2024-11-25 10:16:00,
1732531500000,2024-11-25 10:45:00,Short,EngulfingOrderBlock,Profit,6018.25,6020.25,6018.25,6020.25,6014.25,2.0,550.0,55,550.0,1100.0,1732531560000,2024-11-25 10:46:00,1732531740000,2024-11-25 10:49:00,1732531860000,2024-11-25 10:51:00,
1732534920000,2024-11-25 11:42:00,Long,EngulfingOrderBlock,Loss,6003.5,6005.0,6005.0,6003.5,6008.0,2.0,550.0,73,547.5,1095.0,1732535160000,2024-11-25 11:46:00,1732535160000,2024-11-25 11:46:00,1732535340000,2024-11-25 11:49:00,
1732538820000,2024-11-25 12:47:00,Long,EngulfingOrderBlock,Profit,5982.5,5985.25,5985.25,5982.5,5990.75,2.0,550.0,40,550.0,1100.0,1732538880000,2024-11-25 12:48:00,1732538880000,2024-11-25 12:48:00,1732539000000,2024-11-25 12:50:00,
1732539900000,2024-11-25 13:05:00,Short,EngulfingOrderBlock,Loss,6000.0,6001.5,6000.0,6001.5,5997.0,2.0,550.0,73,547.5,1095.0,1732539960000,2024-11-25 13:06:00,1732539960000,2024-11-25 13:06:00,1732540020000,2024-11-25 13:07:00,
1732542060000,2024-11-25 13:41:00,Short,EngulfingOrderBlock,Profit,6004.5,6005.75,6004.5,6005.75,6002.0,2.0,550.0,88,550.0,1100.0,1732542120000,2024-11-25 13:42:00,1732542120000,2024-11-25 13:42:00,1732542240000,2024-11-25 13:44:00,
1732623960000,2024-11-26 12:26:00,Long,EngulfingOrderBlock,Profit,6021.25,6022.5,6022.5,6021.25,6025.0,2.0,550.0,88,550.0,1100.0,1732624020000,2024-11-26 12:27:00,1732624020000,2024-11-26 12:27:00,1732624200000,2024-11-26 12:30:00,
1732626000000,2024-11-26 13:00:00,Short,EngulfingOrderBlock,Loss,6030.5,6031.5,6030.5,6031.5,6028.5,2.0,550.0,110,550.0,1100.0,1732626120000,2024-11-26 13:02:00,1732626120000,2024-11-26 13:02:00,1732626420000,2024-11-26 13:07:00,
1732631400000,2024-11-26 14:30:00,Short,EngulfingOrderBlock,Cancelled,6026.5,6028.25,6026.5,6028.25,6023.0,2.0,550.0,62,542.5,1085.0,,,,,1732631640000,2024-11-26 14:34:00,A full candle fell outside the range of the order.
1732631700000,2024-11-26 14:35:00,Short,EngulfingOrderBlock,Loss,6029.75,6031.5,6029.75,6031.5,6026.25,2.0,550.0,62,542.5,1085.0,1732631760000,2024-11-26 14:36:00,1732631760000,2024-11-26 14:36:00,1732631880000,2024-11-26 14:38:00,
